Date,Open,High,Low,Close,Adj Close,Volume
2020-04-24,70.9000015258789,72.4175033569336,70.1500015258789,72.39749908447266,72.2672119140625,35232800
2020-04-27,73.74749755859375,75.875,73.5,74.2699966430664,74.1363296508789,47938800
2020-04-28,75.75,76.05000305175781,72.78500366210938,72.83999633789062,72.70891571044922,44290400
2020-04-29,74.19249725341797,75.1449966430664,73.4375,74.61499786376953,74.48070526123047,37916000
2020-04-30,74.07250213623047,74.61499786376953,72.93000030517578,73.06999969482422,72.9384994506836,37591600
2020-05-01,71.0875015258789,72.2249984741211,70.20999908447266,70.69499969482422,70.5677719116211,34209600
2020-05-04,70.22000122070312,72.95999908447266,70.22000122070312,72.82250213623047,72.69143676757812,31755600
2020-05-05,73.86750030517578,75.06749725341797,72.82250213623047,73.43499755859375,73.30284118652344,36889600
2020-05-06,74.23249816894531,75.5,73.85250091552734,74.44750213623047,74.31351470947266,32346400
2020-05-07,75.84500122070312,76.85250091552734,75.33000183105469,76.21749877929688,76.080322265625,37373200
2020-05-08,76.9375,78.1875,76.59750366210938,78.125,77.9843978881836,33921600
2020-05-11,78.07499694824219,81.125,77.7874984741211,80.65499877929688,80.50983428955078,46906000
2020-05-12,81.23500061035156,81.7249984741211,77.92749786376953,78.0250015258789,77.88457489013672,49306000
2020-05-13,79.17500305175781,80.78500366210938,75.94750213623047,77.80000305175781,77.65998077392578,62585200
2020-05-14,78.4175033569336,80.36000061035156,76.875,80.30500030517578,80.16047668457031,60231200
2020-05-15,78.89749908447266,85.00499725341797,78.73999786376953,84.90750122070312,84.75469207763672,98766000
2020-05-18,87.6050033569336,89.16500091552734,86.80500030517578,87.50250244140625,87.34503173828125,77446000
2020-05-19,87.90249633789062,90.875,87.62750244140625,88.05500030517578,87.89653015136719,71732000
2020-05-20,89.91000366210938,90.43000030517578,88.88749694824219,89.69999694824219,89.53856658935547,58753600
2020-05-21,90.51499938964844,90.5250015258789,87.375,87.75250244140625,87.59456634521484,76106800
2020-05-22,88.25250244140625,90.93000030517578,87.13249969482422,90.26249694824219,90.10005187988281,103876400
2020-05-26,91.56749725341797,91.81749725341797,86.72000122070312,87.17749786376953,87.02059173583984,77078000
2020-05-27,86.25,86.32749938964844,79.96749877929688,85.25250244140625,85.09906768798828,117589200
2020-05-28,84.12249755859375,87.6050033569336,83.7925033569336,84.87000274658203,84.7172622680664,73489600
2020-05-29,85.54499816894531,88.75499725341797,84.8499984741211,88.75499725341797,88.59526062011719,74525600
2020-06-01,88.3324966430664,88.40750122070312,86.8949966430664,88.0625,87.90400695800781,38987600
2020-06-02,87.9625015258789,88.37249755859375,86.58000183105469,88.25250244140625,88.09367370605469,39132000
2020-06-03,88.22250366210938,88.6624984741211,87.0,87.69499969482422,87.53717041015625,36544000
2020-06-04,87.27999877929688,89.43250274658203,86.7750015258789,87.66500091552734,87.54716491699219,42428000
2020-06-05,87.94499969482422,89.97000122070312,87.08000183105469,89.19999694824219,89.0801010131836,48174800
2020-06-08,88.77249908447266,88.89749908447266,86.85749816894531,88.05000305175781,87.93164825439453,38773600
2020-06-09,88.0,91.09750366210938,87.51249694824219,90.45999908447266,90.3384017944336,46848800
2020-06-10,91.67749786376953,95.0,91.53500366210938,93.6675033569336,93.5416030883789,63218000
2020-06-11,91.5,92.61250305175781,87.86000061035156,87.9625015258789,87.8442611694336,58365200
2020-06-12,91.625,91.87249755859375,87.03250122070312,89.32499694824219,89.20492553710938,57090800
2020-06-15,88.15249633789062,91.82250213623047,87.4375,91.73750305175781,91.61418151855469,40000400
2020-06-16,92.25,92.6675033569336,88.38749694824219,90.68499755859375,90.56310272216797,53571600
2020-06-17,91.13749694824219,92.98999786376953,90.70249938964844,92.36000061035156,92.23584747314453,40830400
2020-06-18,92.2699966430664,92.82499694824219,91.1449966430664,92.18000030517578,92.05609130859375,25440800
2020-06-19,92.42500305175781,94.44999694824219,92.27249908447266,92.61250305175781,92.4880142211914,52416000
2020-06-22,93.0,95.3125,92.73249816894531,95.26750183105469,95.13943481445312,39846800
2020-06-23,95.51000213623047,96.42500305175781,94.07499694824219,94.5,94.37297821044922,37510800
2020-06-24,94.76249694824219,95.56500244140625,91.44499969482422,92.3550033569336,92.2308578491211,44937200
2020-06-25,93.55750274658203,95.05000305175781,91.82250213623047,94.9000015258789,94.7724380493164,37607200
2020-06-26,95.0,95.0,91.25,91.55000305175781,91.42694854736328,59208400
2020-06-29,91.69750213623047,92.04499816894531,89.0,92.0,91.87633514404297,34224800
2020-06-30,93.13999938964844,95.26249694824219,92.66500091552734,94.97750091552734,94.84982299804688,36789200
2020-07-01,95.2074966430664,95.75749969482422,94.12999725341797,95.30000305175781,95.17190551757812,32664800
2020-07-02,96.38999938964844,97.375,95.78250122070312,96.12249755859375,95.99329376220703,36405600
2020-07-06,97.4175033569336,99.0875015258789,97.125,98.39250183105469,98.26024627685547,31589200
2020-07-07,99.4625015258789,100.69999694824219,98.50749969482422,98.71749877929688,98.58480072021484,35780000
2020-07-08,99.9375,102.25,99.65499877929688,102.16000366210938,102.0226821899414,36548000
2020-07-09,103.80249786376953,105.69999694824219,102.33499908447266,105.08999633789062,104.94873046875,49454800
2020-07-10,105.88749694824219,106.55249786376953,103.7874984741211,104.7925033569336,104.65164947509766,49767600
2020-07-13,105.94999694824219,107.92250061035156,100.25,100.52249908447266,100.38738250732422,45707600
2020-07-14,100.75,104.02749633789062,97.8550033569336,103.7699966430664,103.63050842285156,54267600
2020-07-15,104.14250183105469,104.33000183105469,100.55750274658203,102.27249908447266,102.13502502441406,40398400
2020-07-16,100.1500015258789,102.06749725341797,98.95500183105469,101.34750366210938,101.21127319335938,34496400
2020-07-17,102.25499725341797,102.48500061035156,100.87750244140625,102.01499938964844,101.87786865234375,26628400
2020-07-20,102.74250030517578,105.3125,101.56749725341797,105.10749816894531,104.9662094116211,28485200
2020-07-21,105.12999725341797,105.5999984741211,102.86750030517578,103.28500366210938,103.14617156982422,27703600
2020-07-22,103.67500305175781,106.0250015258789,102.91500091552734,104.38749694824219,104.24718475341797,36729200
2020-07-23,104.5,105.47000122070312,100.3125,101.29750061035156,101.16133880615234,41166000
2020-07-24,98.75,103.64749908447266,97.7699966430664,101.94499969482422,101.8079605102539,47329200
2020-07-27,102.32250213623047,104.4175033569336,102.17749786376953,104.21499633789062,104.07491302490234,29213200
2020-07-28,103.74250030517578,103.81999969482422,102.09249877929688,102.15499877929688,102.01768493652344,27163600
2020-07-29,103.90750122070312,105.1624984741211,103.47000122070312,104.65499877929688,104.51432037353516,28450800
2020-07-30,103.75,106.2300033569336,102.95249938964844,106.13999938964844,105.99732971191406,30888000
2020-07-31,105.63249969482422,107.66500091552734,104.33000183105469,106.14749908447266,106.00481414794922,38608000
2020-08-03,107.32499694824219,110.98750305175781,107.15249633789062,110.10250091552734,109.9544906616211,41272000
2020-08-04,110.5,112.27749633789062,109.05999755859375,112.27749633789062,112.12657165527344,31033600
2020-08-05,112.44000244140625,113.71749877929688,111.6624984741211,112.86750030517578,112.71578216552734,24992400
2020-08-06,113.49749755859375,113.58000183105469,111.7874984741211,113.3550033569336,113.20262908935547,24431600
2020-08-07,113.125,115.04750061035156,110.375,111.99500274658203,111.8444595336914,34251600
2020-08-10,113.34249877929688,114.0824966430664,108.56500244140625,111.6500015258789,111.49991607666016,42779600
2020-08-11,110.73750305175781,111.36750030517578,107.9574966430664,108.5,108.3541488647461,35451200
2020-08-12,109.90750122070312,114.66999816894531,109.5824966430664,114.40249633789062,114.24871063232422,46441200
2020-08-13,115.45999908447266,117.21749877929688,113.55750274658203,114.43000030517578,114.27618408203125,37446000
2020-08-14,115.30000305175781,117.04750061035156,114.40499877929688,115.63999938964844,115.48455810546875,36643600
2020-08-17,118.51249694824219,124.09750366210938,118.17250061035156,123.37000274658203,123.20416259765625,62130000
2020-08-18,124.5,124.95999908447266,120.86250305175781,122.60749816894531,122.44269561767578,50344800
2020-08-19,122.96499633789062,123.1500015258789,120.9800033569336,121.38500213623047,121.22183990478516,62262400
2020-08-20,119.75,123.75,118.7874984741211,121.41000366210938,121.2468032836914,92138800
2020-08-21,122.01750183105469,128.08749389648438,121.95249938964844,126.83499908447266,126.66450500488281,99986800
2020-08-24,128.83749389648438,129.125,125.07499694824219,127.20249938964844,127.03150939941406,49056400
2020-08-25,126.30750274658203,127.61250305175781,125.73750305175781,127.5,127.32862091064453,28907600
2020-08-26,127.99250030517578,128.68499755859375,126.77749633789062,127.7300033569336,127.55830383300781,32124400
2020-08-27,127.81500244140625,128.5,125.66500091552734,126.28250122070312,126.11276245117188,31760400
2020-08-28,126.75,131.47999572753906,126.42500305175781,131.4774932861328,131.30076599121094,53716000
2020-08-31,131.82749938964844,135.75,130.37750244140625,133.7449951171875,133.56521606445312,50084000
2020-09-01,134.8000030517578,139.9375,134.36500549316406,138.2100067138672,138.06553649902344,51131600
2020-09-02,147.03750610351562,147.2675018310547,139.0,143.46499633789062,143.3150177001953,87401200
2020-09-03,138.28750610351562,138.84500122070312,128.78750610351562,130.15499877929688,130.01895141601562,94512800
2020-09-04,127.8375015258789,131.75,117.04750061035156,126.2249984741211,126.09303283691406,146368400
2020-09-08,117.34500122070312,125.5,117.0425033569336,119.12999725341797,119.00545501708984,79572800
2020-09-09,124.0,128.09249877929688,122.31749725341797,127.1500015258789,127.01708221435547,73620000
2020-09-10,129.8925018310547,130.65249633789062,121.66999816894531,123.11750030517578,122.98880004882812,69868400
2020-09-11,124.8550033569336,126.5250015258789,118.9574966430664,121.6449966430664,121.51782989501953,63692800
2020-09-14,130.80999755859375,133.14999389648438,126.3125,128.72250366210938,128.58792114257812,120174400
2020-09-15,132.8000030517578,132.9875030517578,128.27749633789062,129.91000366210938,129.774169921875,72755600
2020-09-16,129.57249450683594,130.92750549316406,125.13749694824219,125.1449966430664,125.01416778564453,55638400
2020-09-17,121.32250213623047,125.89749908447266,120.34750366210938,124.63500213623047,124.50470733642578,79251200
2020-09-18,125.9375,126.32499694824219,119.88749694824219,121.89250183105469,121.76506805419922,69846000
2020-09-21,119.25,125.2249984741211,119.04499816894531,125.17250061035156,125.04164123535156,72104400
2020-09-22,125.75,126.4800033569336,121.55500030517578,126.37750244140625,126.2453842163086,64645200
2020-09-23,125.75499725341797,127.2699966430664,120.7925033569336,121.23750305175781,121.11075592041016,64701200
2020-09-24,120.72250366210938,125.69499969482422,120.13999938964844,123.4800033569336,123.35091400146484,73124000
2020-09-25,124.4749984741211,128.8350067138672,122.4574966430664,128.7375030517578,128.60292053222656,58801600
2020-09-28,130.40249633789062,130.5175018310547,127.5,130.35000610351562,130.21372985839844,57380800
2020-09-29,129.375,134.42750549316406,129.33250427246094,132.25750732421875,132.11923217773438,62146000
2020-09-30,131.5749969482422,136.22500610351562,131.50250244140625,135.30499267578125,135.1635284423828,68918400
2020-10-01,137.5800018310547,137.62750244140625,134.6074981689453,136.14500427246094,136.00267028808594,52500400
2020-10-02,132.25,135.19500732421875,130.50999450683594,130.62249755859375,130.48594665527344,55249600
2020-10-05,132.36000061035156,136.4425048828125,132.2274932861328,136.4250030517578,136.28237915039062,47982000
2020-10-06,138.3000030517578,141.4199981689453,136.64999389648438,137.36500549316406,137.2213897705078,78442000
2020-10-07,139.99749755859375,141.1925048828125,138.63499450683594,139.63999938964844,139.49400329589844,41808400
2020-10-08,140.75,140.84500122070312,137.5800018310547,138.3874969482422,138.24282836914062,37890000
2020-10-09,137.6699981689453,138.24249267578125,136.6074981689453,137.62750244140625,137.48362731933594,34689200
2020-10-12,139.89500427246094,143.47000122070312,139.125,142.25999450683594,142.1112823486328,43474400
2020-10-13,142.96499633789062,143.48500061035156,140.1875,142.4824981689453,142.3335418701172,34460400
2020-10-14,142.90499877929688,143.42750549316406,139.60000610351562,140.95249938964844,140.80516052246094,27610000
2020-10-15,138.1074981689453,140.0574951171875,137.67750549316406,139.6999969482422,139.55393981933594,26722400
2020-10-16,140.36749267578125,141.21499633789062,137.9250030517578,138.11500549316406,137.9706268310547,24239200
2020-10-19,139.02999877929688,139.8350067138672,134.0675048828125,134.9774932861328,134.8363800048828,29806800
2020-10-20,135.8350067138672,137.99749755859375,135.07000732421875,136.4550018310547,136.31234741210938,22921200
2020-10-21,136.25,137.9149932861328,134.77499389648438,135.24749755859375,135.10610961914062,21959600
2020-10-22,135.22500610351562,136.11749267578125,132.3175048828125,133.61000061035156,133.4703369140625,29048000
2020-10-23,134.5,135.9324951171875,132.91250610351562,135.90249633789062,135.7604217529297,23348400
2020-10-26,134.27000427246094,136.92750549316406,130.38499450683594,131.41250610351562,131.27511596679688,33689600
2020-10-27,133.05999755859375,134.4199981689453,131.9149932861328,133.96749877929688,133.82745361328125,25052000
2020-10-28,131.97999572753906,132.60000610351562,126.08999633789062,126.2699966430664,126.13799285888672,37652000
2020-10-29,128.38499450683594,131.92750549316406,127.5,130.24000549316406,130.10385131835938,32008000
2020-10-30,128.5,129.36500549316406,123.0,125.33999633789062,125.2089614868164,41682000
2020-11-02,126.57749938964844,128.36749267578125,123.94999694824219,125.80750274658203,125.67598724365234,29965200
2020-11-03,127.08499908447266,131.0500030517578,126.02749633789062,130.19500732421875,130.05889892578125,27290000
2020-11-04,133.8925018310547,138.27499389648438,133.3699951171875,137.9425048828125,137.79830932617188,41022800
2020-11-05,141.625,143.38999938964844,139.91000366210938,141.60000610351562,141.45196533203125,31902800
2020-11-06,141.09750366210938,145.8874969482422,138.9499969482422,145.6199951171875,145.4677734375,38334800
2020-11-09,145.52499389648438,146.9149932861328,136.1074981689453,136.3074951171875,136.16500854492188,58297600
2020-11-10,136.06500244140625,136.06500244140625,126.28250122070312,127.69999694824219,127.56649780273438,64406800
2020-11-11,130.53750610351562,134.35000610351562,129.4824981689453,134.17999267578125,134.0397186279297,40474400
2020-11-12,134.7899932861328,137.66000366210938,133.16000366210938,134.5675048828125,134.42681884765625,36581200
2020-11-13,136.2725067138672,136.6875,130.59249877929688,132.97000122070312,132.8309783935547,34631200
2020-11-16,131.72500610351562,136.4949951171875,131.55999755859375,135.15249633789062,135.01121520996094,41377600
2020-11-17,135.52499389648438,135.96249389648438,133.03750610351562,134.22250366210938,134.0821990966797,31202800
2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,134.14712524414062,51092400
2020-11-19,132.12750244140625,134.875,131.0,134.40249633789062,134.2620086669922,56593600
2020-11-20,134.5399932861328,134.94500732421875,130.64999389648438,130.87750244140625,130.7406768798828,34108800
2020-11-23,131.71249389648438,133.8249969482422,130.15499877929688,131.39999389648438,131.26263427734375,36135600
2020-11-24,131.4250030517578,131.6199951171875,128.85000610351562,129.57749938964844,129.44203186035156,34650000
2020-11-25,130.3249969482422,132.69500732421875,130.1999969482422,132.34750366210938,132.20913696289062,25991600
2020-11-27,133.75,134.0749969482422,131.7050018310547,132.6125030517578,132.47386169433594,16727600
2020-11-30,132.64999389648438,134.125,129.72250366210938,134.01499938964844,133.87489318847656,28695200
2020-12-01,134.92250061035156,135.28750610351562,132.28250122070312,133.89999389648438,133.75999450683594,29694800
2020-12-02,133.5050048828125,136.73500061035156,132.34249877929688,135.44500732421875,135.30340576171875,28336000
2020-12-03,135.875,136.60000610351562,133.2899932861328,133.9600067138672,133.85951232910156,19952000
2020-12-04,134.48500061035156,135.60000610351562,133.8874969482422,135.58250427246094,135.48077392578125,20224400
2020-12-07,136.0124969482422,137.3125,135.0,136.0675048828125,135.9654083251953,22324400
2020-12-08,135.85000610351562,135.9875030517578,132.81500244140625,133.5,133.3998260498047,27192000
2020-12-09,133.0050048828125,134.13999938964844,128.6824951171875,129.3074951171875,129.21046447753906,40130000
2020-12-10,128.69000244140625,130.6875,128.4949951171875,129.72250366210938,129.62518310546875,20776400
2020-12-11,129.67250061035156,130.1999969482422,128.22999572753906,130.13250732421875,130.0348663330078,20926400
2020-12-14,130.8800048828125,133.8874969482422,130.77499389648438,133.08749389648438,132.98764038085938,27015600
2020-12-15,134.3975067138672,134.63999938964844,131.86749267578125,133.60499572753906,133.5047607421875,19301600
2020-12-16,134.22500610351562,134.37249755859375,132.125,132.4250030517578,132.3256378173828,22311600
2020-12-17,133.66749572753906,133.7949981689453,131.78500366210938,133.41250610351562,133.31240844726562,23138400
2020-12-18,133.7899932861328,134.0500030517578,130.7050018310547,132.72000122070312,132.62042236328125,34206400
2020-12-21,130.74749755859375,133.6999969482422,129.6750030517578,133.32249450683594,133.2224578857422,30233200
2020-12-22,133.1925048828125,133.37249755859375,130.5399932861328,132.78250122070312,132.682861328125,18558000
2020-12-23,132.55999755859375,132.75,130.0500030517578,130.09249877929688,129.99488830566406,17914400
2020-12-24,130.37249755859375,131.3249969482422,129.3874969482422,129.9375,129.8400115966797,9788400
2020-12-28,130.625,130.625,127.63249969482422,129.0,128.90321350097656,21256400
2020-12-29,129.25,130.72500610351562,128.42250061035156,129.4324951171875,129.33538818359375,17037200
2020-12-30,129.90249633789062,132.1374969482422,128.96749877929688,131.45750427246094,131.35887145996094,22539600
2020-12-31,131.36500549316406,131.50999450683594,129.14999389648438,130.5500030517578,130.45205688476562,19242400
2021-01-04,131.04249572753906,136.52499389648438,129.625,131.13499450683594,131.03660583496094,56064000
2021-01-05,130.99749755859375,134.43499755859375,130.8699951171875,134.04750061035156,133.94692993164062,32276000
2021-01-06,132.22500610351562,132.4499969482422,125.86000061035156,126.1449966430664,126.05035400390625,58042400
2021-01-07,129.6750030517578,133.77749633789062,128.86500549316406,133.44000244140625,133.33987426757812,46148000
2021-01-08,133.625,134.2100067138672,130.4199981689453,132.7675018310547,132.66787719726562,29252800
2021-01-11,134.1875,139.61000061035156,133.625,136.21499633789062,136.11280822753906,51834400
2021-01-12,137.52499389648438,137.5449981689453,133.4499969482422,134.84750366210938,134.74632263183594,29147600
2021-01-13,134.89999389648438,136.25,133.85000610351562,135.3175048828125,135.21597290039062,21002800
2021-01-14,135.75,135.99749755859375,131.80499267578125,132.00250244140625,131.90345764160156,28312000
2021-01-15,132.27999877929688,133.25250244140625,128.48500061035156,128.59500122070312,128.49851989746094,27778000
2021-01-19,130.16250610351562,130.94000244140625,128.44000244140625,130.25250244140625,130.15476989746094,22618800
2021-01-20,131.11749267578125,134.30499267578125,130.5675048828125,133.65750122070312,133.55722045898438,25857200
2021-01-21,134.18499755859375,139.99249267578125,132.52999877929688,138.6750030517578,138.57095336914062,33778000
2021-01-22,137.39999389648438,138.41749572753906,136.2725067138672,137.125,137.02210998535156,24682000
2021-01-25,137.8175048828125,138.28500366210938,132.36500549316406,136.53250122070312,136.43006896972656,25111200
2021-01-26,135.80499267578125,136.44749450683594,133.875,134.3524932861328,134.25169372558594,16398000
2021-01-27,132.3000030517578,132.32749938964844,127.9375,129.17750549316406,129.08058166503906,37127200
2021-01-28,129.96249389648438,133.3975067138672,129.60499572753906,130.50999450683594,130.41207885742188,22831600
2021-01-29,130.75,133.34750366210938,129.11500549316406,129.8975067138672,129.80006408691406,27155200
2021-02-01,130.53250122070312,132.70750427246094,129.02749633789062,132.3699951171875,132.2706756591797,21720400
2021-02-02,133.9875030517578,135.72000122070312,132.85499572753906,135.5675048828125,135.4657745361328,22044000
2021-02-03,136.36000061035156,139.3175048828125,135.1649932861328,135.30499267578125,135.20346069335938,24540800
2021-02-04,135.30999755859375,136.73500061035156,133.37750244140625,136.6425018310547,136.53997802734375,20134000
2021-02-05,137.25,137.37249755859375,135.45750427246094,135.91000366210938,135.8080291748047,16915200
2021-02-08,137.2725067138672,144.7375030517578,137.2725067138672,144.3874969482422,144.27915954589844,43462400
2021-02-09,143.40750122070312,145.83250427246094,142.22500610351562,142.63250732421875,142.52548217773438,28756000
2021-02-10,144.63250732421875,149.0500030517578,143.4149932861328,147.6425018310547,147.53172302246094,48535200
2021-02-11,149.80250549316406,152.72250366210938,149.25,152.50750732421875,152.39306640625,45082800
2021-02-12,150.5,152.91250610351562,147.75,149.6125030517578,149.50025939941406,37475600
2021-02-16,150.6425018310547,153.72500610351562,149.5,153.30250549316406,153.18746948242188,32196000
2021-02-17,151.7100067138672,152.23500061035156,147.8000030517578,149.05999755859375,148.94815063476562,27475600
2021-02-18,147.2899932861328,148.7324981689453,145.75,148.2899932861328,148.17872619628906,23386800
2021-02-19,150.2449951171875,151.77000427246094,148.46749877929688,149.26499938964844,149.15301513671875,27172400
2021-02-22,147.74749755859375,151.33250427246094,143.25,143.5574951171875,143.44979858398438,32588400
2021-02-23,140.75250244140625,142.3874969482422,133.89500427246094,141.4199981689453,141.3138885498047,39178000
2021-02-24,141.2274932861328,145.0675048828125,137.55999755859375,144.99000549316406,144.88121032714844,44832000
2021-02-25,140.4550018310547,143.74749755859375,132.16250610351562,133.0749969482422,132.97515869140625,82443600
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,137.0421142578125,50093200
2021-03-01,138.75,139.25,135.53250122070312,138.41749572753906,138.3136444091797,35318400
2021-03-02,139.0,139.2050018310547,133.9600067138672,134.0625,133.96189880371094,26411600
2021-03-03,134.2624969482422,134.51499938964844,127.98750305175781,128.04750061035156,127.95142364501953,37759200
2021-03-04,128.00750732421875,129.75,120.8375015258789,123.70249938964844,123.60968017578125,57334400
2021-03-05,125.5,125.5,116.7925033569336,124.61499786376953,124.52149963378906,54284000
2021-03-08,124.5,124.7125015258789,115.66500091552734,115.93250274658203,115.84552001953125,54311200
